type,director,cast,date_added,year_added,release_year,duration,listed_in,Type,Netflix Exclusive,Score
Movie,Kelly Reichardt,"Jesse Eisenberg, Dakota Fanning, Peter Sarsgaard, Alia Shawkat, Logan Miller, Kai Lennox, Katherine Waterston, James Le Gros","June 30, 2019",2019,2013,113 min,"Dramas, Independent Movies, Thrillers",,,
Movie,George C. Wolfe,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis, Becky Ann Baker, Scott Glenn, Linda Molloy, Pablo Schreiber, Mae Whitman, Charlie Tahan","July 1, 2019",2019,2008,97 min,"Dramas, Romantic Movies",,,
Movie,Nicholaus Goossen,Nikki Glaser,"October 1, 2019",2019,2019,64 min,Stand-Up Comedy,,,
Movie,Selvamani Selvaraj,"Sruthi Hariharan, Vicky R","March 1, 2017",2017,2016,94 min,"Dramas, International Movies, Romantic Movies",,,
Movie,James McTeigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","February 1, 2019",2019,2009,99 min,Action & Adventure,,,
Movie,Hakan Algül,"Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen","March 10, 2017",2017,2015,102 min,"Comedies, International Movies",,,
Movie,Sathyan Anthikad,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha","April 26, 2019",2019,2018,125 min,"Comedies, Dramas, International Movies",,,
Movie,Anees Bazmee,"Anil Kapoor, Salman Khan, Fardeen Khan, Bipasha Basu, Lara Dutta, Esha Deol, Celina Jaitly, Boman Irani","March 1, 2018",2018,2005,161 min,"Comedies, International Movies",,,
Movie,Nicolás López,"Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen, Gabriela Hernandez, Fernanda Urrejola, Luis Pablo Román, Loreto Aravena, Ariel Levy, Ignacia Allamand, Ramón Llao","May 4, 2018",2018,2018,116 min,"Comedies, Dramas, International Movies",,,
Movie,Atsuko Ishizuka,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Toru Okawa, Kazuyuki Okitsu, Junichi Suwabe, Lynn, Yui Horie, Nanako Mori, Ryota Takeuchi","December 6, 2019",2019,2017,106 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",,,
Movie,Raj Kumar Gupta,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam, Rajesh Sharma, Mohammed Zeeshan Ayyub, Bubbles Sabharwal, Satyadeep Misra, Yogendra Tikku, Geeta Sudan","November 1, 2018",2018,2011,131 min,"Dramas, International Movies",,,
Movie,Jesús Torres Torres,"Adriana Paz, Jorge A. Jiménez, David Medel, Arcelia Ramírez, Luciano Marti, Joanna Larequi, Claudia Santiago, Paul Choza, Gabriel Casanova, Alisson Santiago, Manuel Ojeda, Ofelia Medina, Silvia Pasquel","August 5, 2019",2019,2017,102 min,"Dramas, International Movies",,,
Movie,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz III, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano","March 4, 2019",2019,2011,103 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe","October 1, 2019",2019,2007,104 min,"Comedies, Romantic Movies",,,
Movie,Vandana Kataria,"Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues","October 5, 2019",2019,2019,109 min,"Dramas, Independent Movies, International Movies",,,
Movie,Brian Knappenberger,,"June 23, 2017",2017,2017,96 min,Documentaries,,,
Movie,Liz Plonka,Norm MacDonald,"May 9, 2017",2017,2017,61 min,Stand-Up Comedy,,,
Movie,Tim Maltby,"Andrew Toth, Cole Howard, Maya Kay, Jennifer Cameron, Alan Marriott, Lee Tockar, Brian Drummond","May 13, 2019",2019,2019,92 min,Children & Family Movies,,,
Movie,"Richard Finn, Tim Maltby","Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson","September 9, 2019",2019,2019,90 min,"Children & Family Movies, Comedies",,,
Movie,"Heidi Ewing, Rachel Grady","Norman Lear, George Clooney, Bill Moyers, John Amos, Russell Simmons, Louise Lasser, Rob Reiner, Jon Stewart, Amy Poehler","November 1, 2016",2016,2016,91 min,Documentaries,,,
Movie,"Kiki Goshay, Jacqueline Monetta",,"January 1, 2018",2018,2017,50 min,Documentaries,,,
Movie,"Peter Middleton, James Spinney","Dan Renton Skinner, Simone Kirby","March 15, 2017",2017,2016,87 min,"Documentaries, Dramas, International Movies",,,
Movie,Fred Cavayé,"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz, Grégory Gadebois, Doria Tillier, Roschdy Zem, Fleur Fitoussi","November 16, 2018",2018,2018,94 min,"Comedies, Dramas, International Movies",,,
Movie,Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, André Gonçalves, Marcello Airoldi","July 20, 2018",2018,2018,133 min,"Dramas, Faith & Spirituality, International Movies",,,
Movie,Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, César Mello, Leonardo Franco, Raphael Viana, Otávio Martins","December 7, 2019",2019,2019,97 min,"Dramas, Faith & Spirituality, International Movies",,,
Movie,Gail Willumsen,Lance Lewman,"July 1, 2019",2019,2012,53 min,Movies,,,
Movie,Peter Pardini,Chicago,"January 1, 2018",2018,2016,114 min,"Documentaries, Music & Musicals",,,
Movie,Lesli Linka Glatter,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann, Demi Moore, Ashleigh Aston Moore, Rita Wilson, Janeane Garofalo, Hank Azaria, Bonnie Hunt, Cloris Leachman","August 2, 2019",2019,1995,102 min,Dramas,,,
Movie,Sam Taylor-Johnson,"Aaron Taylor-Johnson, Anne-Marie Duff, Kristin Scott Thomas, David Threlfall, Thomas Brodie-Sangster, David Morrissey, Sam Bell, Ophelia Lovibond, Josh Bolt, Andrew Buchan","April 14, 2018",2018,2009,99 min,Dramas,,,
Movie,"Dana Doron, Uriel Sinai",,"December 31, 2017",2017,2012,55 min,"Documentaries, International Movies",,,
Movie,Enrico Bisi,,"April 15, 2018",2018,2015,91 min,"Documentaries, International Movies, Music & Musicals",,,
Movie,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Christian Slater, Uma Thurman, Sophie Kennedy Clark, Connie Nielsen","January 1, 2018",2018,2013,117 min,"Dramas, Independent Movies, International Movies",,,
Movie,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Christian Slater, Jamie Bell, Uma Thurman, Willem Dafoe, Mia Goth, Sophie Kennedy Clark, Michael Pas, Stellan Skarsgard","August 25, 2018",2018,2013,124 min,"Dramas, Independent Movies, International Movies",,,
Movie,Marco Dutra,"Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive","January 25, 2017",2017,2016,102 min,"Dramas, International Movies",,,
Movie,Mat Whitecross,"Oasis, Alan McGee, Paul McGuigan, Liam Gallagher, Noel Gallagher","December 28, 2018",2018,2016,122 min,"Documentaries, International Movies, Music & Musicals",,,
Movie,Gillian Robespierre,"Jenny Slate, Jake Lacy, Gaby Hoffmann, Gabe Liedman, Polly Draper, Richard Kind, David Cross, Paul Briganti, Stephen Singer, Cindy Cheung, Jennifer Kim, Cyrus McQueen, Emily Tremaine, Ernest Mingione","July 19, 2018",2018,2014,84 min,"Comedies, Dramas, Independent Movies",,,
Movie,Luke Sparke,"Daniel Ewing, Temuera Morrison, Stephanie Jacobsen, Rhiannon Fish, Zachary Garred, Izzy Stephens, Charles Terrier, Charles Mesure, Felix Williamson, Jacqueline McKenzie, Aaron Jeffery, Bruce Spence","January 3, 2019",2019,2018,120 min,"Action & Adventure, Sci-Fi & Fantasy",,,
Movie,Lewis Milestone,"Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, Angie Dickinson, Richard Conte, Cesar Romero, Patrice Wymore, Joey Bishop","November 1, 2019",2019,1960,127 min,"Action & Adventure, Classic Movies, Comedies",,,
Movie,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan","October 1, 2019",2019,2007,122 min,"Action & Adventure, Comedies",,,
Movie,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan","October 1, 2019",2019,2004,125 min,"Action & Adventure, Comedies",,,
Movie,Kunle Afolayan,"Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin","September 1, 2019",2019,2014,149 min,"Dramas, International Movies, Thrillers",,,
Movie,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Jacques Perrin, Rie Miyazawa, Lancelot Perrin","September 19, 2019",2019,2009,84 min,"Documentaries, International Movies",,,
Movie,,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi","October 19, 2018",2018,2018,23 min,Movies,,,
Movie,,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi","December 1, 2018",2018,2018,23 min,Movies,,,
Movie,"Nishanth Ravindaran, Jathin Sanker Raj","Guru Somasundaram, Nasser, Anand Sami, Lakshmi Priyaa Chandramouli, Ashiqa Salvan, Ravindra Vijay, Abishek K.S., Venkatesh Harinathan","November 15, 2018",2018,2018,121 min,"Comedies, International Movies",,,
Movie,Nacho G. Velilla,"Yon González, Julián López, Blanca Suárez, Malena Alterio, Úrsula Corberó, Miki Esparbé, Younes Bachir, Javier Cámara, Carmen Machi, José Sacristán","September 1, 2016",2016,2015,107 min,"Comedies, International Movies",,,
Movie,Shawn Crahan,"Kim Coates, Tyler Ross, Lauren Vélez, Reno Wilson, Bruno Gunn, Tracy Vilar, Sona Eyambe, Corey Taylor, Meadow Williams","March 30, 2017",2017,2016,91 min,Action & Adventure,,,
Movie,Florian Schnell,"Moritz Jahn, Mala Emde, Ugur Ekeroglu, David Schütter, Hannes Wegener, Yung Ngo, Kida Khodr Ramadan","September 1, 2017",2017,2016,89 min,"Action & Adventure, Comedies, International Movies",,,
Movie,Ketan Mehta,"Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Tom Alter, Tinnu Anand, Sadashiv Amrapurkar, Tiku Talsania, Kader Khan","June 1, 2017",2017,1995,154 min,"Action & Adventure, Comedies, International Movies",,,
Movie,Poj Arnon,"Kohtee Aramboy, Sudarat Butrprom, Yingsak Chonglertjetsadawong, Channarong Khuntee-tao, Jaturong Mokjok, Waraphat Phatsathit, Apinya Sakuljaroensuk, Wiradit Srimalai, Ekkachai Srivichai","July 25, 2018",2018,2009,94 min,"Comedies, Horror Movies, International Movies",,,
Movie,Poj Arnon,"Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Apaporn Nakornsawan, Pharanyu Rojanawuthitham, Wiradit Srimalai, Ekkachai Srivichai, Chaiwat Thongsaeng, Kachapa Toncharoen","July 25, 2018",2018,2011,103 min,"Comedies, Horror Movies, International Movies",,,
Movie,Poj Arnon,"Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Waraphat Phatsathit, Wiradit Srimalai, Ekkachai Srivichai, Varuth Waratham, Butsarin Yokpraipan","August 16, 2018",2018,2012,103 min,"Comedies, Horror Movies, International Movies",,,
Movie,Poj Arnon,,"July 25, 2018",2018,2015,106 min,"Comedies, Horror Movies, International Movies",,,
Movie,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo","May 1, 2017",2017,2012,129 min,"Comedies, Dramas, International Movies",,,
Movie,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi","September 14, 2019",2019,2019,157 min,"Comedies, International Movies, Music & Musicals",,,
Movie,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi","September 25, 2019",2019,2019,146 min,"Comedies, International Movies, Music & Musicals",,,
Movie,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi","September 25, 2019",2019,2019,146 min,"Comedies, International Movies, Music & Musicals",,,
Movie,Michael John Warren,"Nick Kroll, John Mulaney","June 13, 2017",2017,2017,102 min,Stand-Up Comedy,,,
Movie,Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey","June 1, 2019",2019,2019,109 min,"Comedies, International Movies",,,
Movie,Omoni Oboli,,"December 13, 2019",2019,2016,110 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito","June 28, 2017",2017,2017,121 min,"Action & Adventure, Comedies, Dramas",,,
Movie,Barak Goodman,,"April 19, 2017",2017,2017,102 min,Documentaries,,,
Movie,André D'Elia,Leonardo Ribeiro,"January 18, 2019",2019,2018,96 min,"Documentaries, International Movies",,,
Movie,"Petra Costa, Lea Glob","Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo","September 1, 2019",2019,2014,82 min,"Dramas, Independent Movies, International Movies",,,
Movie,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster","May 2, 2019",2019,2013,119 min,Action & Adventure,,,
Movie,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Shreyas Talpade, Arjun Rampal, Kirron Kher, Javed Sheikh","April 1, 2018",2018,2007,169 min,"Comedies, Dramas, International Movies",,,
Movie,Mohamed Samy,"Tamer Hosny, Mai Ezzidine, Ezzat Abou Aouf, Lamitta Frangieh","April 25, 2019",2019,2012,97 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Ildiko Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider, Ervin Nagy, Itala Bekes, Éva Bata, Pál Mácsai, Zsuzsa Jaro, Nóra Rainer-Micsinyei","February 2, 2018",2018,2017,116 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Alessio Cremonini,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora","September 12, 2018",2018,2018,100 min,"Dramas, International Movies",,,
Movie,Heitor Dhalia,Michael O’Neill,"January 10, 2018",2018,2017,92 min,"Documentaries, Faith & Spirituality",,,
Movie,Clarence Yiu-leung Fok,"Andy Lau, Yim Chau-wah, Wai Yee Chan, Prudence Liew, Poon Wang Ban, Hua Yueh, Wong Kung-miu","August 2, 2018",2018,1983,89 min,"Action & Adventure, International Movies",,,
Movie,Pradip Kurbah,"Sweety Pala, Merlvin Mukhim, Richard Kharpuri, Enshon Lamare, Mary Nonghuloo, Destina Mawrie, Anvil Laloo, Tashneem Lyngdoh","May 1, 2018",2018,2016,107 min,"Dramas, International Movies",,,
Movie,Kanwal Sethi,"Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari","September 1, 2018",2018,2018,101 min,"Dramas, Independent Movies, International Movies",,,
Movie,Matt Askem,"Moby, Alex Cohen","August 1, 2018",2018,2018,86 min,"Documentaries, Music & Musicals",,,
Movie,Charlie Lightening,Nile Rodgers,"August 1, 2018",2018,2018,70 min,"Documentaries, Music & Musicals",,,
Movie,Charlie Lightening,Noel Gallagher,"August 1, 2018",2018,2018,66 min,"Documentaries, Music & Musicals",,,
Movie,Matt Askem,,"August 1, 2018",2018,2018,72 min,"Documentaries, Music & Musicals",,,
Movie,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Imran Hasnee, Dhiru Dwivedi","May 15, 2019",2019,2010,133 min,"Dramas, International Movies, Music & Musicals",,,
Movie,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj","May 16, 2019",2019,2013,142 min,"Dramas, International Movies, Music & Musicals",,,
Movie,Sergio Leone,"Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander","November 20, 2019",2019,1968,166 min,"Action & Adventure, Classic Movies, International Movies",,,
Movie,Felix Chong,"Ekin Cheng, Jordan Chan, Alex Fong, Michelle Ye, On-on Yu, Wilfred Lau, Conroy Chan","December 1, 2018",2018,2010,95 min,"Action & Adventure, Comedies, International Movies",,,
Movie,,,"December 15, 2018",2018,2018,78 min,"Documentaries, Music & Musicals",,,
Movie,Matt Askem,"Sergio Pizzorno, Tom Meighan, Chris Edwards, Ian Mattthews, Lauren Laverne","December 15, 2018",2018,2018,79 min,"Documentaries, Music & Musicals",,,
Movie,,,"December 15, 2018",2018,2018,73 min,"Documentaries, Music & Musicals",,,
Movie,Matt Askem,"Gary Lightbody, Nathan Connolly, Jonny Quinn, Paul Wilson, Johnny McDaid, Edith Bowman","December 15, 2018",2018,2018,83 min,"Documentaries, Music & Musicals",,,
Movie,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana","March 15, 2017",2017,2001,160 min,"Action & Adventure, Comedies, Dramas",,,
Movie,Banjong Pisanthanakun,"Chantavit Dhanasevi, Nittha Jirayungyurn, Theerapat Sajakul, Prim Bulakul, Kris Srepoomseth, Somyos Matures, Sutthatip Wutichaipradit, Rermthon Kemapech, Kaz Sawamura","September 5, 2018",2018,2016,135 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Lone Scherfig,"Rafe Spall, Jim Sturgess, Ken Stott, Jodie Whittaker, Patricia Clarkson, Tom Mison, Joséphine de La Baume, Romola Garai, Anne Hathaway, Tom Arnold","December 16, 2018",2018,2011,107 min,"Dramas, Romantic Movies",,,
Movie,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne","October 1, 2019",2019,2013,92 min,"Documentaries, Music & Musicals",,,
Movie,,A.R. Rahman,"November 1, 2017",2017,2017,87 min,"Documentaries, International Movies, Music & Musicals",,,
Movie,Mike Clattenburg,"Robb Wells, John Paul Tremblay, John Dunsworth","August 24, 2018",2018,1998,31 min,Comedies,,,
Movie,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach","August 25, 2019",2019,2018,92 min,Dramas,,,
Movie,Noah Moskin,,"January 15, 2018",2018,2017,89 min,Documentaries,,,
Movie,Jasmine D'Souza,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed, Kapil Punjabi, Madhurima Banerjee, Ninad Kamat, Geeta Bisht","October 15, 2017",2017,2016,93 min,"Dramas, International Movies, Music & Musicals",,,
Movie,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin","May 1, 2017",2017,2014,135 min,"Comedies, Dramas, International Movies",,,
Movie,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek Ranadivé","December 6, 2016",2016,2016,70 min,"Documentaries, Sports Movies",,,
Movie,"Heidi Ewing, Rachel Grady",,"October 20, 2017",2017,2017,95 min,Documentaries,,,
Movie,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown, Yayaying Rhatha Phongam, Tom Burke, Sahajak Boonthanakit, Pitchawat Petchayahon, Charlie Ruedpokanon, Kowit Wattanakul, Wannisa Peungpa, Narucha Chaimareung","May 15, 2018",2018,2013,90 min,"Cult Movies, Independent Movies, Thrillers",,,
Movie,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh","January 15, 2019",2019,2018,88 min,Thrillers,,,
Movie,"Bill Guttentag, Michael Ware",Michael Ware,"November 15, 2018",2018,2015,76 min,"Documentaries, International Movies",,,
Movie,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton","September 1, 2019",2019,2006,86 min,"Children & Family Movies, Comedies",,,
Movie,Isaac Rentz,"Topher Grace, Alona Tal, Anne Heche, Taye Diggs, Rob Riggle, Paul Scheer, J.C. Chasez, Lauren Lapkus, Lesli Margherita, Brian Huskey","August 1, 2017",2017,2016,84 min,"Comedies, Independent Movies, Music & Musicals",,,
Movie,John H. Lee,"Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park","January 15, 2018",2018,2016,111 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Dante Lam,"Eddie Peng, Zhang Hanyu, Carl Ng, Ken Lo, Pawarith Monkolpisit, Jonathan Wu","August 5, 2017",2017,2016,124 min,"Action & Adventure, International Movies",,,
Movie,Dante Lam,"Zhang Yi, Johnny Huang, Hai Qing, Du Jiang, Zhang Hanyu, Henry Prince Mak, Luxia Jiang, Yin Fang, Wang Yutian, Guo Jiahao","November 27, 2018",2018,2018,139 min,"Action & Adventure, International Movies",,,
Movie,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins","February 16, 2017",2017,2016,91 min,"Comedies, Dramas, Independent Movies",,,
Movie,Tomas Portella,"Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira","February 25, 2017",2017,2015,99 min,"Action & Adventure, International Movies",,,
Movie,Chia Tang,"Lung Ti, Te-Lo Mai, Leanne Liu, Kuan Tai Chen, Phillip Ko, Kuan-chung Ku, Kwok Kuen Chan, Hoi Sang Lee, Tau Wan Yue, Chia Tang, Shen Chan","August 16, 2018",2018,1984,86 min,"Action & Adventure, International Movies",,,
Movie,Mark Ritchie,"Oprah Winfrey, Ava DuVernay","June 13, 2019",2019,2019,61 min,Documentaries,,,
Movie,Hatem Khraiche,"Clara Lago, Alex Gonzalez, Andrés Parra, Belén Rueda","April 6, 2018",2018,2017,95 min,"Dramas, International Movies, Sci-Fi & Fantasy",,,
Movie,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tolga Çevik, Demet Akbağ, Altan Erkekli, Özgü Namal, Erdal Tosun, Tuncer Salman, Öner Erkan, Ebru Akel, Basak Köklükaya, Cem Yılmaz","April 4, 2018",2018,2005,104 min,"Action & Adventure, Comedies, International Movies",,,
Movie,Kiran Narayanan,"Nedumudi Venu, V.K. Sriraman, Lena, Sunil Sukhada, Mammukoya, Joju George, Bhagath Baby Manuel, Sasi Kalinga","August 1, 2018",2018,2017,122 min,"Comedies, Dramas, International Movies",,,
Movie,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb","December 8, 2016",2016,2016,97 min,"Comedies, Dramas, Independent Movies",,,
Movie,Ben C. Lucas,"Jessica De Gouw, T.J. Power, Thomas Cocquerel, Liam Graham, Clarence John Ryan, Maggie Meyer, Tiriel Mora, Priscilla-Anne Forder, Adriane Daff, Ian Toyne","October 15, 2017",2017,2017,96 min,"Dramas, Independent Movies, International Movies",,,
Movie,,,"August 2, 2019",2019,2019,101 min,Comedies,,,
Movie,Parthiban,Parthiban,"November 4, 2019",2019,2019,103 min,"Dramas, International Movies, Thrillers",,,
Movie,Jayaraj Rajasekharan Nair,"Ashanth K. Shah, Kumarakom Vasudevan, Shine Tom Chacko, Sabitha Jayaraj, Thomas J. Kannampuzha","March 15, 2017",2017,2014,88 min,"Dramas, International Movies",,,
Movie,"Mark Franchetti, Andrew Meier",Tommaso Buscetta,"September 10, 2019",2019,2019,93 min,"Documentaries, International Movies",,,
Movie,Jesse Peretz,"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller","February 26, 2019",2019,2011,90 min,"Comedies, Dramas, Independent Movies",,,
Movie,Miguel Ángel Lamata,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca","April 14, 2017",2017,2016,92 min,"Comedies, Dramas, International Movies",,,
Movie,,David Attenborough,"August 20, 2019",2019,2019,63 min,Documentaries,,,
Movie,,"Lulu Xu, Yuchang Peng, Mingjie Luo, Yongxi Liu, Zhongyu Han, Zhaohua Lu","July 1, 2018",2018,2017,103 min,"Comedies, Dramas, International Movies",,,
Movie,Ritesh Batra,"Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville","September 29, 2017",2017,2017,103 min,"Dramas, Romantic Movies",,,
Movie,"John Hoffman, Nanfu Wang",,"December 12, 2018",2018,2018,35 min,Documentaries,,,
Movie,Dylan Howitt,,"September 29, 2017",2017,2017,85 min,"Documentaries, International Movies",,,
Movie,David Mackenzie,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran, Callan Mulvey, James Cosmo, Stephen Dillane","November 9, 2018",2018,2018,122 min,"Action & Adventure, Dramas",,,
